state,year,xit,xt,xi,treated,post,treatedpost,y
Alabama,1983,19.713553454135884,11.47399555169276,7.253318514,1,0,0,1988.008071488002
Alabama,1984,33.00972772983464,12.27110877070886,7.253318514,1,0,0,2077.8773687233447
Alabama,1985,27.06323142336719,12.874960732150743,7.253318514,1,0,0,2056.731992133959
Alabama,1986,35.56623860824249,12.313306689257589,7.253318514,1,0,0,2191.2142480945736
Alabama,1987,32.27442105156153,15.337787044494524,7.253318514,1,0,0,2207.8530331424904
Alabama,1988,37.67718490410649,15.153373117836516,7.253318514,1,0,0,2299.319264426795
Alabama,1989,43.13298750736809,14.361863062988052,7.253318514,1,0,0,2518.528489550687
Alabama,1990,36.313044462524,17.253814921069928,7.253318514,1,0,0,2430.5428111062774
Alabama,1991,43.62891149821091,16.926464221476813,7.253318514,1,0,0,2764.0269813685245
Alabama,1992,31.50302778054538,16.70492851700773,7.253318514,1,0,0,2647.506459800927
Alabama,1993,35.533898998290255,18.39512566104502,7.253318514,1,0,0,2763.379941974309
Alabama,1994,50.28825279038918,18.87813348753304,7.253318514,1,0,0,2811.4922527454473
Alabama,1995,44.595052586777214,19.32158108163749,7.253318514,1,0,0,2885.9289089484064
Alabama,1996,31.117435448317977,19.68864025410009,7.253318514,1,0,0,2869.388084658297
Alabama,1997,36.4863645805891,20.05391765353759,7.253318514,1,0,0,3051.8731338323205
Alabama,1998,44.72701732882189,19.938088289423277,7.253318514,1,0,0,3204.641831350286
Alabama,1999,52.38315914179913,20.194037336260084,7.253318514,1,0,0,3297.355301821956
Alabama,2000,47.74276923428693,20.61952899898762,7.253318514,1,1,1,3377.2684722778145
Alabama,2001,53.3407089052744,20.80529302107949,7.253318514,1,1,1,3472.3319538537244
Alabama,2002,56.57359196893427,21.7920827219804,7.253318514,1,1,1,3584.900493868176
Alabama,2003,62.08677541287946,21.234603648431737,7.253318514,1,1,1,3833.5344004719177
Alabama,2004,53.533111363247926,25.16895596533851,7.253318514,1,1,1,3685.978794707792
Alabama,2005,54.08924390318254,24.70796199830499,7.253318514,1,1,1,3839.8478032690055
Alabama,2006,45.01441062671645,22.87689141679665,7.253318514,1,1,1,4052.871375421103
Alabama,2007,57.42181584408811,24.097115164700924,7.253318514,1,1,1,4014.434161641223
Alabama,2008,54.57362726504815,24.533344646376783,7.253318514,1,1,1,3990.3672447019057
Alabama,2009,53.35160740148953,26.279965118336317,7.253318514,1,1,1,4119.731066632543
Alabama,2010,59.36079268635987,25.91663093352817,7.253318514,1,1,1,4302.489107456657
Alaska,1961,1.534517708022092,0.9395243534477874,6.971453245,1,0,0,235.0825325200571
Alaska,1962,1.0503943205258963,1.76982251051672,6.971453245,1,0,0,244.07440217295309
Alaska,1963,1.008251359105007,4.058708314149124,6.971453245,1,0,0,208.3371127371521
Alaska,1964,0.7520465293119857,3.070508391424576,6.971453245,1,0,0,328.12946826379857
Alaska,1965,-1.676277068423806,3.629287735160946,6.971453245,1,0,0,325.316158383702
Alaska,1966,-4.560227429599389,5.715064986883281,6.971453245,1,0,0,379.7623442008935
Alaska,1967,1.829269630642369,4.960916205989203,6.971453245,1,0,0,448.29015890579893
Alaska,1968,-5.396522510290876,3.734938765393466,6.971453245,1,0,0,503.5547236958211
Alaska,1969,-9.043963688905142,4.813147148106474,6.971453245,1,0,0,712.3313837179155
Alaska,1970,-12.024886513729436,5.554338029900042,6.971453245,1,0,0,659.6748942132742
Alaska,1971,-10.427361524669642,7.724081797439462,6.971453245,1,0,0,745.5832540935828
Alaska,1972,-9.401650127666093,7.359813827057364,6.971453245,1,0,0,824.2953640818921
Alaska,1973,-2.600811229490792,7.9007714505940525,6.971453245,1,0,0,977.2116191811082
Alaska,1974,-6.54765267905476,8.110682715945119,6.971453245,1,0,0,918.1153733474252
Alaska,1975,-7.886255635035552,7.944158865245925,6.971453245,1,0,0,950.011128196193
Alaska,1976,-11.625652365064992,10.786913136803078,6.971453245,1,0,0,1188.376014186983
Alaska,1977,-9.81131941323368,9.99785047822924,6.971453245,1,0,0,1119.8315869430985
Alaska,1978,-6.97311910794661,8.033382843370362,6.971453245,1,0,0,1175.7195127580671
Alaska,1979,-16.333995781560386,11.201355901563684,6.971453245,1,0,0,1182.70499043955
Alaska,1980,-14.62732884686612,10.527208592272066,6.971453245,1,0,0,1252.6125513781012
Alaska,1981,-13.215756590029292,10.432176294013155,6.971453245,1,0,0,1373.645114019491
Alaska,1982,-16.732106496567784,11.782025085341704,6.971453245,1,0,0,1507.9232132445156
Alaska,1983,-9.71273069285948,11.47399555169276,6.971453245,1,0,0,1628.480460894924
Alaska,1984,-16.26366329289228,12.27110877070886,6.971453245,1,0,0,1652.065496703622
Alaska,1985,-13.33386591642362,12.874960732150743,6.971453245,1,0,0,1660.3613150617946
Alaska,1986,-17.52323842393653,12.313306689257589,6.971453245,1,0,0,1740.9554439363155
Alaska,1987,-15.901382806051412,15.337787044494524,6.971453245,1,0,0,1768.4143207518985
Alaska,1988,-18.563286983751844,15.153373117836516,6.971453245,1,0,0,1824.9990781200809
Alaska,1989,-21.25132298508291,14.361863062988052,6.971453245,1,0,0,1989.7739470954784
Alaska,1990,-17.891184474828,17.253814921069928,6.971453245,1,0,0,1944.861384958091
Alaska,1991,-21.495661286566243,16.926464221476813,6.971453245,1,0,0,2200.2044144629263
Alaska,1992,-15.521322705923094,16.70492851700773,6.971453245,1,0,0,2149.3954313721993
Alaska,1993,-17.507304923012462,18.39512566104502,6.971453245,1,0,0,2233.727263567243
Alaska,1994,-24.776672430155703,18.87813348753304,6.971453245,1,0,0,2215.342641261547
Alaska,1995,-21.97167228206649,19.32158108163749,6.971453245,1,0,0,2301.8296325668102
Alaska,1996,-15.331344045359966,19.68864025410009,6.971453245,1,0,0,2343.9288409401806
Alaska,1997,-17.976578091678324,20.05391765353759,6.971453245,1,0,0,2476.8657177494847
Alaska,1998,-22.036690392749303,19.938088289423277,6.971453245,1,0,0,2572.967303032246
Alaska,1999,-25.80881822088512,20.194037336260084,6.971453245,1,0,0,2626.788754399469
Alaska,2000,-23.5225303841241,20.61952899898762,6.971453245,1,1,1,2723.1963594487174
Alaska,2001,-26.28059633025968,20.80529302107949,6.971453245,1,1,1,2784.846515459748
Alaska,2002,-27.873415333281535,21.7920827219804,6.971453245,1,1,1,2868.3743768668737
Alaska,2003,-30.589722475773744,21.234603648431737,6.971453245,1,1,1,3058.4949372325727
Alaska,2004,-26.375391683278547,25.16895596533851,6.971453245,1,1,1,2965.974180876863
Alaska,2005,-26.649394318191007,24.70796199830499,6.971453245,1,1,1,3096.128702339249
Alaska,2006,-22.178287072002327,22.87689141679665,6.971453245,1,1,1,3314.055514806141
Alaska,2007,-28.291329337765312,24.097115164700924,6.971453245,1,1,1,3232.5370890661184
Alaska,2008,-26.88804663203428,24.533344646376783,6.971453245,1,1,1,3223.656285933517
Alaska,2009,-26.28596594355345,26.279965118336317,6.971453245,1,1,1,3342.682512492893
Alaska,2010,-29.246649743723157,25.91663093352817,6.971453245,1,1,1,3474.2711868935735
Arizona,1961,-0.8852696181842217,0.9395243534477874,6.957129543,1,0,0,266.29862779576695
Arizona,1962,-0.6059768318173413,1.76982251051672,6.957129543,1,0,0,279.0583575072588
Arizona,1963,-0.5816643829148709,4.058708314149124,6.957129543,1,0,0,238.59921508232873
Arizona,1964,-0.43385875599892776,3.070508391424576,6.957129543,1,0,0,382.69662993180754
Arizona,1965,0.9670511800396538,3.629287735160946,6.957129543,1,0,0,389.4641473524525
Arizona,1966,2.6308140820598114,5.715064986883281,6.957129543,1,0,0,474.8135464746678
Arizona,1967,-1.0553132225251898,4.960916205989203,6.957129543,1,0,0,517.5351858159404
Arizona,1968,3.113276176112386,3.734938765393466,6.957129543,1,0,0,623.0177599979299
Arizona,1969,5.217500091327558,4.813147148106474,6.957129543,1,0,0,892.9981868187424
Arizona,1970,6.937206809062511,5.554338029900042,6.957129543,1,0,0,845.5211998515009
Arizona,1971,6.015588029617083,7.724081797439462,6.957129543,1,0,0,938.0303865399934
Arizona,1972,5.4238508785594135,7.359813827057364,6.957129543,1,0,0,1028.1290565869638
Arizona,1973,1.5004187648432157,7.9007714505940525,6.957129543,1,0,0,1174.6803109936022
Arizona,1974,3.7773679357933183,8.110682715945119,6.957129543,1,0,0,1124.698694301795
Arizona,1975,4.549613522498744,7.944158865245925,6.957129543,1,0,0,1169.653901159487
Arizona,1976,6.706886975992727,10.786913136803078,6.957129543,1,0,0,1471.2587506778052
Arizona,1977,5.660190785306844,9.99785047822924,6.957129543,1,0,0,1380.597551014696
Arizona,1978,4.022821279919778,8.033382843370362,6.957129543,1,0,0,1431.9081759966869
Arizona,1979,9.423149784046984,11.201355901563684,6.957129543,1,0,0,1489.8527369401772
Arizona,1980,8.438566564351303,10.527208592272066,6.957129543,1,0,0,1563.9261073911598
Arizona,1981,7.624224685911808,10.432176294013155,6.957129543,1,0,0,1700.9544008447133
Arizona,1982,9.652821503589353,11.782025085341704,6.957129543,1,0,0,1881.7141464591043
Arizona,1983,5.603314544396312,11.47399555169276,6.957129543,1,0,0,1989.025975014244
Arizona,1984,9.382574680179712,12.27110877070886,6.957129543,1,0,0,2050.757441195602
Arizona,1985,7.692362445244592,12.874960732150743,6.957129543,1,0,0,2045.6267957030816
Arizona,1986,10.109228787528622,12.313306689257589,6.957129543,1,0,0,2163.7239908967053
Arizona,1987,9.173573567592626,15.337787044494524,6.957129543,1,0,0,2185.7181137610196
Arizona,1988,10.709237107163796,15.153373117836516,6.957129543,1,0,0,2268.748932116114
Arizona,1989,12.259976203965106,14.361863062988052,6.957129543,1,0,0,2479.8382167642653
Arizona,1990,10.32149838747018,17.253814921069928,6.957129543,1,0,0,2406.8887905110696
Arizona,1991,12.40093598157545,16.926464221476813,6.957129543,1,0,0,2732.128714492214
Arizona,1992,8.954315322497933,16.70492851700773,6.957129543,1,0,0,2637.9774812483843
Arizona,1993,10.100036684885788,18.39512566104502,6.957129543,1,0,0,2746.8403835090817
Arizona,1994,14.29376489267838,18.87813348753304,6.957129543,1,0,0,2766.2142778149328
Arizona,1995,12.675548695417088,19.32158108163749,6.957129543,1,0,0,2855.8820379674307
Arizona,1996,8.844715846766467,19.68864025410009,6.957129543,1,0,0,2868.722610410448
Arizona,1997,10.370762318534158,20.05391765353759,6.957129543,1,0,0,3042.3104282225295
Arizona,1998,12.71305791262477,19.938088289423277,6.957129543,1,0,0,3179.2510330293803
Arizona,1999,14.889214072112892,20.194037336260084,6.957129543,1,0,0,3259.5880385950127
Arizona,2000,13.570245154564551,20.61952899898762,6.957129543,1,1,1,3346.2098891322817
Arizona,2001,15.161384816425786,20.80529302107949,6.957129543,1,1,1,3433.5463691564114
Arizona,2002,16.08028869304461,21.7920827219804,6.957129543,1,1,1,3539.727374625206
Arizona,2003,17.64733752821552,21.234603648431737,6.957129543,1,1,1,3783.190716710916
Arizona,2004,15.216072648005664,25.16895596533851,6.957129543,1,1,1,3649.8553188020783
Arizona,2005,15.37414590237239,24.70796199830499,6.957129543,1,1,1,3808.7620111049914
Arizona,2006,12.794745623052073,22.87689141679665,6.957129543,1,1,1,4046.3174265415096
Arizona,2007,16.321385012265363,24.097115164700924,6.957129543,1,1,1,3976.9941609585785
Arizona,2008,15.511825410174964,24.533344646376783,6.957129543,1,1,1,3959.9446214780487
Arizona,2009,15.164482568563493,26.279965118336317,6.957129543,1,1,1,4099.881413762136
Arizona,2010,16.87251330919194,25.91663093352817,6.957129543,1,1,1,4270.4204744942945
Arkansas,1961,-1.7260159089830267,0.9395243534477874,8.368602284,1,0,0,345.98937833625604
Arkansas,1962,-1.1814769542607406,1.76982251051672,8.368602284,1,0,0,361.27057971226697
Arkansas,1963,-1.1340748151496385,4.058708314149124,8.368602284,1,0,0,305.6991823648551
Arkansas,1964,-0.8458972269281039,3.070508391424576,8.368602284,1,0,0,496.7666069933614
Arkansas,1965,1.8854659498795856,3.629287735160946,8.368602284,1,0,0,512.2946716544719
Arkansas,1966,5.129315257113998,5.715064986883281,8.368602284,1,0,0,622.310663442234
Arkansas,1967,-2.0575510258385226,4.960916205989203,8.368602284,1,0,0,674.661886480528
Arkansas,1968,6.069974727077554,3.734938765393466,8.368602284,1,0,0,823.8414800318006
Arkansas,1969,10.172593724861963,4.813147148106474,8.368602284,1,0,0,1182.5199410132248
Arkansas,1970,13.525517051976337,5.554338029900042,8.368602284,1,0,0,1121.3655934360888
Arkansas,1971,11.728630947827552,7.724081797439462,8.368602284,1,0,0,1241.644044956648
Arkansas,1972,10.574917191382688,7.359813827057364,8.368602284,1,0,0,1360.4642271771008
Arkansas,1973,2.925376184904987,7.9007714505940525,8.368602284,1,0,0,1545.3419777402262
Arkansas,1974,7.364758732638326,8.110682715945119,8.368602284,1,0,0,1485.585578056924
Arkansas,1975,8.870410955324367,7.944158865245925,8.368602284,1,0,0,1544.5392180327967
Arkansas,1976,13.076460981523873,10.786913136803078,8.368602284,1,0,0,1949.3071727883296
Arkansas,1977,11.03571063848,9.99785047822924,8.368602284,1,0,0,1826.3819512070409
Arkansas,1978,7.843320707626598,8.033382843370362,8.368602284,1,0,0,1891.3565259161908
Arkansas,1979,18.37237617321063,11.201355901563684,8.368602284,1,0,0,1977.8366573884248
Arkansas,1980,16.452727892048408,10.527208592272066,8.368602284,1,0,0,2073.4328943438018
Arkansas,1981,14.865000256686145,10.432176294013155,8.368602284,1,0,0,2252.4614272123863
Arkansas,1982,18.820168612520483,11.782025085341704,8.368602284,1,0,0,2494.7917574572393
Arkansas,1983,10.92481866315605,11.47399555169276,8.368602284,1,0,0,2630.7160659146193
Arkansas,1984,18.293266630371928,12.27110877070886,8.368602284,1,0,0,2719.4747609217766
Arkansas,1985,14.997848887425404,12.874960732150743,8.368602284,1,0,0,2705.5157149141223
Arkansas,1986,19.71002885043388,12.313306689257589,8.368602284,1,0,0,2869.979113207668
Arkansas,1987,17.885775807338398,15.337787044494524,8.368602284,1,0,0,2894.0663323059125
Arkansas,1988,20.879868957831505,15.153373117836516,8.368602284,1,0,0,3007.704780755595
Arkansas,1989,23.903355019909416,14.361863062988052,8.368602284,1,0,0,3289.1784767930167
Arkansas,1990,20.12389226443432,17.253814921069928,8.368602284,1,0,0,3189.743999909617
Arkansas,1991,24.178185211395256,16.926464221476813,8.368602284,1,0,0,3622.9026404161873
Arkansas,1992,17.458286586613344,16.70492851700773,8.368602284,1,0,0,3493.0036041608164
Arkansas,1993,19.692106948368515,18.39512566104502,8.368602284,1,0,0,3638.9767393283178
Arkansas,1994,27.868646000332905,18.87813348753304,8.368602284,1,0,0,3671.654037983358
Arkansas,1995,24.713599398399506,19.32158108163749,8.368602284,1,0,0,3783.698923055513
Arkansas,1996,17.244599778839778,19.68864025410009,8.368602284,1,0,0,3794.291039219855
Arkansas,1997,20.219942469941067,20.05391765353759,8.368602284,1,0,0,4028.094773033407
Arkansas,1998,24.786731362158463,19.938088289423277,8.368602284,1,0,0,4213.103772698177
Arkansas,1999,29.029597122549077,20.194037336260084,8.368602284,1,0,0,4325.571892207862
Arkansas,2000,26.45799488027173,20.61952899898762,8.368602284,1,1,1,4403.371301063294
Arkansas,2001,29.560250185745076,20.80529302107949,8.368602284,1,1,1,4519.69902191764
Arkansas,2002,31.351843026266817,21.7920827219804,8.368602284,1,1,1,4665.498695705442
Arkansas,2003,34.407128290891656,21.234603648431737,8.368602284,1,1,1,4990.778581724208
Arkansas,2004,29.666875405221443,25.16895596533851,8.368602284,1,1,1,4808.71799807681
Arkansas,2005,29.975071853193203,24.70796199830499,8.368602284,1,1,1,5017.842813798583
Arkansas,2006,24.94599842031767,22.87689141679665,8.368602284,1,1,1,5326.70790635228
Arkansas,2007,31.82191008157343,24.097115164700924,8.368602284,1,1,1,5244.372196762455
Arkansas,2008,30.243506481386603,24.533344646376783,8.368602284,1,1,1,5214.616346865117
Arkansas,2009,29.56628989315391,26.279965118336317,8.368602284,1,1,1,5399.077231850074
Arkansas,2010,32.896448492071606,25.91663093352817,8.368602284,1,1,1,5634.194218587257
California,1961,-0.16507189555116977,0.9395243534477874,6.774229014,1,0,0,641.4044044415575
California,1962,-0.11299353579235231,1.76982251051672,6.774229014,1,0,0,666.0128192728553
California,1963,-0.10846011236587866,4.058708314149124,6.774229014,1,0,0,556.1560481620706
California,1964,-0.0808995200819283,3.070508391424576,6.774229014,1,0,0,909.4396098882936
California,1965,0.18032130336920937,3.629287735160946,6.774229014,1,0,0,922.303963709138
California,1966,0.4905550336846112,5.715064986883281,6.774229014,1,0,0,1110.5082172313869
California,1967,-0.1967790947121327,4.960916205989203,6.774229014,1,0,0,1242.7228896224597
California,1968,0.5805173804781191,3.734938765393466,6.774229014,1,0,0,1477.604822725548
California,1969,0.9728817214809417,4.813147148106474,6.774229014,1,0,0,2119.5925616557493
California,1970,1.2935470214726503,5.554338029900042,6.774229014,1,0,0,1985.4413700315035
California,1971,1.1216972756170849,7.724081797439462,6.774229014,1,0,0,2217.4098533156175
California,1972,1.0113589434449175,7.359813827057364,6.774229014,1,0,0,2438.8673739891337
California,1973,0.2797757480271662,7.9007714505940525,6.774229014,1,0,0,2829.0175161251273
California,1974,0.7043473226095243,8.110682715945119,6.774229014,1,0,0,2685.2130624393244
California,1975,0.8483441798494193,7.944158865245925,6.774229014,1,0,0,2791.2147107529004
California,1976,1.250600408771946,10.786913136803078,6.774229014,1,0,0,3511.509127443507
California,1977,1.055428089838086,9.99785047822924,6.774229014,1,0,0,3294.78291288076
California,1978,0.7501158070938712,8.033382843370362,6.774229014,1,0,0,3433.11665129875
California,1979,1.7570886484342647,11.201355901563684,6.774229014,1,0,0,3535.4169442898224
California,1980,1.5734982313855022,10.527208592272066,6.774229014,1,0,0,3724.707246954471
California,1981,1.421651884533086,10.432176294013155,6.774229014,1,0,0,4058.988973069558
California,1982,1.7999144105756533,11.782025085341704,6.774229014,1,0,0,4493.070059737949
California,1983,1.0448226553963351,11.47399555169276,6.774229014,1,0,0,4785.253250711561
California,1984,1.7495228072826234,12.27110877070886,6.774229014,1,0,0,4906.334283614783
California,1985,1.434357199231157,12.874960732150743,6.774229014,1,0,0,4894.581374315367
California,1986,1.8850184443701783,12.313306689257589,6.774229014,1,0,0,5175.052773786876
California,1987,1.7105513921132909,15.337787044494524,6.774229014,1,0,0,5225.337632318985
California,1988,1.9968990608899235,15.153373117836516,6.774229014,1,0,0,5419.558552479655
California,1989,2.2860577950836367,14.361863062988052,6.774229014,1,0,0,5929.503608573173
California,1990,1.924599318389227,17.253814921069928,6.774229014,1,0,0,5760.809404932684
California,1991,2.3123418753329252,16.926464221476813,6.774229014,1,0,0,6539.834392875905
California,1992,1.669667379616352,16.70492851700773,6.774229014,1,0,0,6332.168015663223
California,1993,1.8833044379520365,18.39512566104502,6.774229014,1,0,0,6593.613183752841
California,1994,2.665288423923048,18.87813348753304,6.774229014,1,0,0,6606.4501452153745
California,1995,2.36354756485977,19.32158108163749,6.774229014,1,0,0,6832.260642325297
California,1996,1.6492309014646274,19.68864025410009,6.774229014,1,0,0,6885.002207043407
California,1997,1.9337853226482609,20.05391765353759,6.774229014,1,0,0,7305.046665067564
California,1998,2.370541725122281,19.938088289423277,6.774229014,1,0,0,7625.027990120406
California,1999,2.776318919869865,20.194037336260084,6.774229014,1,0,0,7806.029252111848
California,2000,2.530377237335504,20.61952899898762,6.774229014,1,1,1,7881.999527593165
California,2001,2.8270692672831803,20.80529302107949,6.774229014,1,1,1,8080.902199802793
California,2002,2.9984127784881727,21.7920827219804,6.774229014,1,1,1,8336.068149604682
California,2003,3.2906127098192455,21.234603648431737,6.774229014,1,1,1,8923.85418487622
California,2004,2.8372666397412907,25.16895596533851,6.774229014,1,1,1,8608.465076144925
California,2005,2.8667417862935674,24.70796199830499,6.774229014,1,1,1,8992.12231443722
California,2006,2.3857736329235766,22.87689141679665,6.774229014,1,1,1,9596.395445042224
California,2007,3.043368829850027,24.097115164700924,6.774229014,1,1,1,9401.863217442904
California,2008,2.892414210676704,24.533344646376783,6.774229014,1,1,1,9355.281983518376
California,2009,2.82764688997215,26.279965118336317,6.774229014,1,1,1,9692.900157703762
California,2010,3.1461350276239433,25.91663093352817,6.774229014,1,1,1,10113.106881730591
Colorado,1961,-1.0313648344630817,0.9395243534477874,3.5164706040000002,0,0,0,-16.62637665176989
Colorado,1962,-0.7059806210425013,1.76982251051672,3.5164706040000002,0,0,0,-10.910614240006998
Colorado,1963,-0.6776559114595384,4.058708314149124,3.5164706040000002,0,0,0,-3.969651772274557
Colorado,1964,-0.5054580603127354,3.070508391424576,3.5164706040000002,0,0,0,-14.711057582959285
Colorado,1965,1.1266427309057083,3.629287735160946,3.5164706040000002,0,0,0,-6.654262245194928
Colorado,1966,3.0649748669925847,5.715064986883281,3.5164706040000002,0,0,0,-2.6406366007786772
Colorado,1967,-1.2294705756296478,4.960916205989203,3.5164706040000002,0,0,0,-17.32364755156993
Colorado,1968,3.627057228734381,3.734938765393466,3.5164706040000002,0,0,0,-10.189577982298298
Colorado,1969,6.078539246653962,4.813147148106474,3.5164706040000002,0,0,0,-15.985053591838032
Colorado,1970,8.08204755398714,5.554338029900042,3.5164706040000002,0,0,0,-3.3364856367915827
Colorado,1971,7.008334890210849,7.724081797439462,3.5164706040000002,0,0,0,-9.873959537297466
Colorado,1972,6.3189439111122665,7.359813827057364,3.5164706040000002,0,0,0,-15.08140400190072
Colorado,1973,1.748031468878218,7.9007714505940525,3.5164706040000002,0,0,0,-38.96153356820695
Colorado,1974,4.40074342977725,8.110682715945119,3.5164706040000002,0,0,0,-25.748138549233687
Colorado,1975,5.300431982662325,7.944158865245925,3.5164706040000002,0,0,0,-26.14341497484592
Colorado,1976,7.813718254496655,10.786913136803078,3.5164706040000002,0,0,0,-31.690972991100416
Colorado,1977,6.5942867714032865,9.99785047822924,3.5164706040000002,0,0,0,-28.7248814010988
Colorado,1978,4.686703709485748,8.033382843370362,3.5164706040000002,0,0,0,-39.83528877200592
Colorado,1979,10.978243370735456,11.201355901563684,3.5164706040000002,0,0,0,-18.364832906404196
Colorado,1980,9.83117530408319,10.527208592272066,3.5164706040000002,0,0,0,-25.768706768491207
Colorado,1981,8.882443347850703,10.432176294013155,3.5164706040000002,0,0,0,-36.68754465805115
Colorado,1982,11.245817599129875,11.782025085341704,3.5164706040000002,0,0,0,-39.23667447487323
Colorado,1983,6.528024297704155,11.47399555169276,3.5164706040000002,0,0,0,-58.97684643572272
Colorado,1984,10.93097219546433,12.27110877070886,3.5164706040000002,0,0,0,-47.3608259719967
Colorado,1985,8.961825817814015,12.874960732150743,3.5164706040000002,0,0,0,-48.044375077252056
Colorado,1986,11.77754534983849,12.313306689257589,3.5164706040000002,0,0,0,-50.77151069383343
Colorado,1987,10.687479824938714,15.337787044494524,3.5164706040000002,0,0,0,-49.04032380676616
Colorado,1988,12.47657248072126,15.153373117836516,3.5164706040000002,0,0,0,-47.96957744597563
Colorado,1989,14.283228598829549,14.361863062988052,3.5164706040000002,0,0,0,-56.23289223285663
Colorado,1990,12.024845603126645,17.253814921069928,3.5164706040000002,0,0,0,-52.78141389799029
Colorado,1991,14.447450836569097,16.926464221476813,3.5164706040000002,0,0,0,-62.85040100635098
Colorado,1992,10.432037596930732,16.70492851700773,3.5164706040000002,0,0,0,-68.45512244626123
Colorado,1993,11.766836283102368,18.39512566104502,3.5164706040000002,0,0,0,-70.31419284712761
Colorado,1994,16.65265153076073,18.87813348753304,3.5164706040000002,0,0,0,-54.65632456003091
Colorado,1995,14.767382629477185,19.32158108163749,3.5164706040000002,0,0,0,-66.23041007998714
Colorado,1996,10.304351022328891,19.68864025410009,3.5164706040000002,0,0,0,-75.30841492615336
Colorado,1997,12.082239514612072,20.05391765353759,3.5164706040000002,0,0,0,-81.86624883905044
Colorado,1998,14.811081957683642,19.938088289423277,3.5164706040000002,0,0,0,-77.88470529112814
Colorado,1999,17.346367130803895,20.194037336260084,3.5164706040000002,0,0,0,-72.96948338681561
Colorado,2000,15.809730007642042,20.61952899898762,3.5164706040000002,0,1,0,-80.20163594532282
Colorado,2001,17.66345395823814,20.80529302107949,3.5164706040000002,0,1,0,-74.09822271008498
Colorado,2002,18.734003681316107,21.7920827219804,3.5164706040000002,0,1,0,-74.92107775552867
Colorado,2003,20.559661118647572,21.234603648431737,3.5164706040000002,0,1,0,-85.73958746515353
Colorado,2004,17.72716687146362,25.16895596533851,3.5164706040000002,0,1,0,-82.04626037788528
Colorado,2005,17.911326807006617,24.70796199830499,3.5164706040000002,0,1,0,-91.70642500185951
Colorado,2006,14.906250514484825,22.87689141679665,3.5164706040000002,0,1,0,-112.35060125839846
Colorado,2007,19.01488790037786,24.097115164700924,3.5164706040000002,0,1,0,-95.5241591718334
Colorado,2008,18.071727435083083,24.533344646376783,3.5164706040000002,0,1,0,-92.8271792210732
Colorado,2009,17.667062929510944,26.279965118336317,3.5164706040000002,0,1,0,-97.87178527841417
Colorado,2010,19.656968384167055,25.91663093352817,3.5164706040000002,0,1,0,-107.61327471259712
Connecticut,1961,-1.151200343783648,0.9395243534477874,0.451247196,0,0,0,208.12387024410447
Connecticut,1962,-0.7880093508053506,1.76982251051672,0.451247196,0,0,0,219.06570811590356
Connecticut,1963,-0.7563935594579038,4.058708314149124,0.451247196,0,0,0,185.83974762493776
Connecticut,1964,-0.5641878347569992,3.070508391424576,0.451247196,0,0,0,304.90637852438823
Connecticut,1965,1.257548692568329,3.629287735160946,0.451247196,0,0,0,313.09656601173145
Connecticut,1966,3.4210979496959046,5.715064986883281,0.451247196,0,0,0,386.8677039758523
Connecticut,1967,-1.3723242271233305,4.960916205989203,0.451247196,0,0,0,416.785094274316
Connecticut,1968,4.04848933095115,3.734938765393466,0.451247196,0,0,0,508.6725011598038
