state,state_num,year,treated,post,treatedpost,xit,xt,xi,y
Alabama,1,1998,1,0,0,44.72701733,19.93808829,7.253318514,228.5603979
Alabama,1,1999,1,0,0,52.38315914,20.19403734,7.253318514,251.1441657
Alabama,1,2000,1,1,1,47.74276923,20.619529,7.253318514,3039.256172
Alabama,1,2001,1,1,1,53.34070891,20.80529302,7.253318514,3057.404695
Alabama,1,2002,1,1,1,56.57359197,21.79208272,7.253318514,3070.321965
Alabama,1,2003,1,1,1,62.08677541,21.23460365,7.253318514,3086.699223
Alabama,1,2004,1,1,1,53.53311136,25.16895597,7.253318514,3065.670268
Alabama,1,2005,1,1,1,54.0892439,24.707962,7.253318514,3067.845579
Alabama,1,2006,1,1,1,45.01441063,22.87689142,7.253318514,3042.171073
Alabama,1,2007,1,1,1,57.42181584,24.09711516,7.253318514,3081.456161
Alabama,1,2008,1,1,1,54.57362727,24.53334465,7.253318514,3077.441981
Alabama,1,2009,1,1,1,53.3516074,26.27996512,7.253318514,3075.499094
Alabama,1,2010,1,1,1,59.36079269,25.91663093,7.253318514,3091.692134
Alaska,2,1961,1,0,0,1.534517708,0.939524353,6.971453245,23.04165322
Alaska,2,1962,1,0,0,1.050394321,1.769822511,6.971453245,24.503098
Alaska,2,1963,1,0,0,1.008251359,4.058708314,6.971453245,27.05063943
Alaska,2,1964,1,0,0,0.752046529,3.070508391,6.971453245,26.97286375
Alaska,2,1965,1,0,0,-1.676277068,3.629287735,6.971453245,21.34459285
Alaska,2,1966,1,0,0,-4.56022743,5.715064987,6.971453245,13.60701214
Alaska,2,1967,1,0,0,1.829269631,4.960916206,6.971453245,36.55267769
Alaska,2,1968,1,0,0,-5.39652251,3.734938765,6.971453245,12.67102167
Alaska,2,1969,1,0,0,-9.043963689,4.813147148,6.971453245,6.310226359
Alaska,2,1970,1,0,0,-12.02488651,5.55433803,6.971453245,0.382097265
Alaska,2,1971,1,0,0,-10.42736152,7.724081797,6.971453245,8.517195183
Alaska,2,1972,1,0,0,-9.401650128,7.359813827,6.971453245,12.69293528
Alaska,2,1973,1,0,0,-2.600811229,7.900771451,6.971453245,33.77753879
Alaska,2,1974,1,0,0,-6.547652679,8.110682716,6.971453245,24.3000577
Alaska,2,1975,1,0,0,-7.886255635,7.944158865,6.971453245,21.49059192
Alaska,2,1976,1,0,0,-11.62565237,10.78691314,6.971453245,16.69969988
Alaska,2,1977,1,0,0,-9.811319413,9.997850478,6.971453245,22.18904841
Alaska,2,1978,1,0,0,-6.973119108,8.033382843,6.971453245,30.47616172
Alaska,2,1979,1,0,0,-16.33399578,11.2013559,6.971453245,5.193398111
Alaska,2,1980,1,0,0,-14.62732885,10.52720859,6.971453245,12.02467597
Alaska,2,1981,1,0,0,-13.21575659,10.43217629,6.971453245,19.65655214
Alaska,2,1982,1,0,0,-16.7321065,11.78202509,6.971453245,8.635328834
Alaska,2,1983,1,0,0,-9.712730693,11.47399555,6.971453245,30.30087488
Alaska,2,1984,1,0,0,-16.26366329,12.27110877,6.971453245,14.2632551
Alaska,2,1985,1,0,0,-13.33386592,12.87496073,6.971453245,27.28176372
Alaska,2,1986,1,0,0,-17.52323842,12.31330669,6.971453245,13.52190199
Alaska,2,1987,1,0,0,-15.90138281,15.33778704,6.971453245,25.35991014
Alaska,2,1988,1,0,0,-18.56328698,15.15337312,6.971453245,16.49390909
Alaska,2,1989,1,0,0,-21.25132299,14.36186306,6.971453245,8.797622097
Alaska,2,1990,1,0,0,-17.89118447,17.25381492,6.971453245,23.55984931
Alaska,2,1991,1,0,0,-21.49566129,16.92646422,6.971453245,15.6830619
Alaska,2,1992,1,0,0,-15.52132271,16.70492852,6.971453245,34.18510208
Alaska,2,1993,1,0,0,-17.50730492,18.39512566,6.971453245,32.02123848
Alaska,2,1994,1,0,0,-24.77667243,18.87813349,6.971453245,10.52551771
Alaska,2,1995,1,0,0,-21.97167228,19.32158108,6.971453245,19.8447393
Alaska,2,1996,1,0,0,-15.33134405,19.68864025,6.971453245,44.88338533
Alaska,2,1997,1,0,0,-17.97657809,20.05391765,6.971453245,36.35689655
Alaska,2,1998,1,0,0,-22.03669039,19.93808829,6.971453245,26.27215004
Alaska,2,1999,1,0,0,-25.80881822,20.19403734,6.971453245,20.08214742
Alaska,2,2000,1,1,1,-23.52253038,20.619529,6.971453245,2823.505668
Alaska,2,2001,1,1,1,-26.28059633,20.80529302,6.971453245,2819.338084
Alaska,2,2002,1,1,1,-27.87341533,21.79208272,6.971453245,2817.592269
Alaska,2,2003,1,1,1,-30.58972248,21.23460365,6.971453245,2808.965956
Alaska,2,2004,1,1,1,-26.37539168,25.16895597,6.971453245,2824.716701
Alaska,2,2005,1,1,1,-26.64939432,24.707962,6.971453245,2825.063752
Alaska,2,2006,1,1,1,-22.17828707,22.87689142,6.971453245,2838.731625
Alaska,2,2007,1,1,1,-28.29132934,24.09711516,6.971453245,2823.721799
Alaska,2,2008,1,1,1,-26.88804663,24.53334465,6.971453245,2832.000542
Alaska,2,2009,1,1,1,-26.28596594,26.27996512,6.971453245,2838.664871
Alaska,2,2010,1,1,1,-29.24664974,25.91663093,6.971453245,2827.720389
Arizona,3,1961,1,0,0,-0.885269618,0.939524353,6.957129543,12.42515337
Arizona,3,1962,1,0,0,-0.605976832,1.769822511,6.957129543,16.16881441
Arizona,3,1963,1,0,0,-0.581664383,4.058708314,6.957129543,21.54754562
Arizona,3,1964,1,0,0,-0.433858756,3.070508391,6.957129543,22.12618811
Arizona,3,1965,1,0,0,0.96705118,3.629287735,6.957129543,25.52339345
Arizona,3,1966,1,0,0,2.630814082,5.715064987,6.957129543,36.42106934
Arizona,3,1967,1,0,0,-1.055313223,4.960916206,6.957129543,24.56786153
Arizona,3,1968,1,0,0,3.113276176,3.734938765,6.957129543,35.28981157
Arizona,3,1969,1,0,0,5.217500091,4.813147148,6.957129543,47.68927831
Arizona,3,1970,1,0,0,6.937206809,5.55433803,6.957129543,56.15948064
Arizona,3,1971,1,0,0,6.01558803,7.724081797,6.957129543,55.55186694
Arizona,3,1972,1,0,0,5.423850879,7.359813827,6.957129543,56.40922061
Arizona,3,1973,1,0,0,1.500418765,7.900771451,6.957129543,45.12034748
Arizona,3,1974,1,0,0,3.777367936,8.110682716,6.957129543,54.54655934
Arizona,3,1975,1,0,0,4.549613522,7.944158865,6.957129543,57.94970807
Arizona,3,1976,1,0,0,6.706886976,10.78691314,6.957129543,68.42766545
Arizona,3,1977,1,0,0,5.660190785,9.997850478,6.957129543,66.40603351
Arizona,3,1978,1,0,0,4.02282128,8.033382843,6.957129543,60.72489494
Arizona,3,1979,1,0,0,9.423149784,11.2013559,6.957129543,80.03515783
Arizona,3,1980,1,0,0,8.438566564,10.52720859,6.957129543,78.58820791
Arizona,3,1981,1,0,0,7.624224686,10.43217629,6.957129543,79.84350149
Arizona,3,1982,1,0,0,9.652821504,11.78202509,6.957129543,86.63847217
Arizona,3,1983,1,0,0,5.603314544,11.47399555,6.957129543,75.54869835
Arizona,3,1984,1,0,0,9.38257468,12.27110877,6.957129543,89.84053273
Arizona,3,1985,1,0,0,7.692362445,12.87496073,6.957129543,90.3642959
Arizona,3,1986,1,0,0,10.10922879,12.31330669,6.957129543,95.49282439
Arizona,3,1987,1,0,0,9.173573568,15.33778704,6.957129543,98.7843074
Arizona,3,1988,1,0,0,10.70923711,15.15337312,6.957129543,103.4518804
Arizona,3,1989,1,0,0,12.2599762,14.36186306,6.957129543,108.0439474
Arizona,3,1990,1,0,0,10.32149839,17.25381492,6.957129543,106.5422824
Arizona,3,1991,1,0,0,12.40093598,16.92646422,6.957129543,116.632931
Arizona,3,1992,1,0,0,8.954315322,16.70492852,6.957129543,105.4667823
Arizona,3,1993,1,0,0,10.10003668,18.39512566,6.957129543,110.7696404
Arizona,3,1994,1,0,0,14.29376489,18.87813349,6.957129543,126.4186616
Arizona,3,1995,1,0,0,12.6755487,19.32158108,6.957129543,123.6945684
Arizona,3,1996,1,0,0,8.844715847,19.68864025,6.957129543,116.1087766
Arizona,3,1997,1,0,0,10.37076232,20.05391765,6.957129543,120.3245552
Arizona,3,1998,1,0,0,12.71305791,19.93808829,6.957129543,130.1298025
Arizona,3,1999,1,0,0,14.88921407,20.19403734,6.957129543,138.6159632
Arizona,3,2000,1,1,1,13.57024515,20.619529,6.957129543,2933.637868
Arizona,3,2001,1,1,1,15.16138482,20.80529302,6.957129543,2942.171721
Arizona,3,2002,1,1,1,16.08028869,21.79208272,6.957129543,2946.255789
Arizona,3,2003,1,1,1,17.64733753,21.23460365,6.957129543,2951.762377
Arizona,3,2004,1,1,1,15.21607265,25.16895597,6.957129543,2948.05888
Arizona,3,2005,1,1,1,15.3741459,24.707962,6.957129543,2951.548967
Arizona,3,2006,1,1,1,12.79474562,22.87689142,6.957129543,2944.548112
Arizona,3,2007,1,1,1,16.32138501,24.09711516,6.957129543,2954.85463
Arizona,3,2008,1,1,1,15.51182541,24.53334465,6.957129543,2958.349967
Arizona,3,2009,1,1,1,15.16448257,26.27996512,6.957129543,2963.757486
Arizona,3,2010,1,1,1,16.87251331,25.91663093,6.957129543,2963.643662
Arkansas,4,1961,1,0,0,-1.726015909,0.939524353,8.368602284,8.739446763
Arkansas,4,1962,1,0,0,-1.181476954,1.769822511,8.368602284,12.04354597
Arkansas,4,1963,1,0,0,-1.134074815,4.058708314,8.368602284,17.36397587
Arkansas,4,1964,1,0,0,-0.845897227,3.070508391,8.368602284,17.77857129
Arkansas,4,1965,1,0,0,1.88546595,3.629287735,8.368602284,28.82945487
Arkansas,4,1966,1,0,0,5.129315257,5.715064987,8.368602284,39.94248476
Arkansas,4,1967,1,0,0,-2.057551026,4.960916206,8.368602284,19.79553323
Arkansas,4,1968,1,0,0,6.069974727,3.734938765,8.368602284,43.09346829
Arkansas,4,1969,1,0,0,10.17259372,4.813147148,8.368602284,59.59690939
Arkansas,4,1970,1,0,0,13.52551705,5.55433803,8.368602284,72.76377951
Arkansas,4,1971,1,0,0,11.72863095,7.724081797,8.368602284,69.34425656
Arkansas,4,1972,1,0,0,10.57491719,7.359813827,8.368602284,69.61472456
Arkansas,4,1973,1,0,0,2.925376185,7.900771451,8.368602284,44.81490904
Arkansas,4,1974,1,0,0,7.364758733,8.110682716,8.368602284,63.97690034
Arkansas,4,1975,1,0,0,8.870410955,7.944158865,8.368602284,67.73206481
Arkansas,4,1976,1,0,0,13.07646098,10.78691314,8.368602284,85.76200105
Arkansas,4,1977,1,0,0,11.03571064,9.997850478,8.368602284,80.58712033
Arkansas,4,1978,1,0,0,7.843320708,8.033382843,8.368602284,69.85284676
Arkansas,4,1979,1,0,0,18.37237617,11.2013559,8.368602284,105.0105059
Arkansas,4,1980,1,0,0,16.45272789,10.52720859,8.368602284,100.2842379
Arkansas,4,1981,1,0,0,14.86500026,10.43217629,8.368602284,98.94956027
Arkansas,4,1982,1,0,0,18.82016861,11.78202509,8.368602284,110.1820629
Arkansas,4,1983,1,0,0,10.92481866,11.47399555,8.368602284,88.81962685
Arkansas,4,1984,1,0,0,18.29326663,12.27110877,8.368602284,114.5586912
Arkansas,4,1985,1,0,0,14.99784889,12.87496073,8.368602284,108.1110599
Arkansas,4,1986,1,0,0,19.71002885,12.31330669,8.368602284,122.5049198
Arkansas,4,1987,1,0,0,17.88577581,15.33778704,8.368602284,121.7472274
Arkansas,4,1988,1,0,0,20.87986896,15.15337312,8.368602284,131.2865801
Arkansas,4,1989,1,0,0,23.90335502,14.36186306,8.368602284,138.4457866
Arkansas,4,1990,1,0,0,20.12389226,17.25381492,8.368602284,133.9237563
Arkansas,4,1991,1,0,0,24.17818521,16.92646422,8.368602284,148.4326273
Arkansas,4,1992,1,0,0,17.45828659,16.70492852,8.368602284,128.7724183
Arkansas,4,1993,1,0,0,19.69210695,18.39512566,8.368602284,137.1745927
Arkansas,4,1994,1,0,0,27.868646,18.87813349,8.368602284,164.9037052
Arkansas,4,1995,1,0,0,24.7135994,19.32158108,8.368602284,154.2136481
Arkansas,4,1996,1,0,0,17.24459978,19.68864025,8.368602284,137.6710273
Arkansas,4,1997,1,0,0,20.21994247,20.05391765,8.368602284,146.4780033
Arkansas,4,1998,1,0,0,24.78673136,19.93808829,8.368602284,162.5981866
Arkansas,4,1999,1,0,0,29.02959712,20.19403734,8.368602284,179.6183961
Arkansas,4,2000,1,1,1,26.45799488,20.619529,8.368602284,2968.576583
Arkansas,4,2001,1,1,1,29.56025019,20.80529302,8.368602284,2980.221526
Arkansas,4,2002,1,1,1,31.35184303,21.79208272,8.368602284,2990.393855
Arkansas,4,2003,1,1,1,34.40712829,21.23460365,8.368602284,2999.567857
Arkansas,4,2004,1,1,1,29.66687541,25.16895597,8.368602284,2989.712542
Arkansas,4,2005,1,1,1,29.97507185,24.707962,8.368602284,2992.37924
Arkansas,4,2006,1,1,1,24.94599842,22.87689142,8.368602284,2976.371536
Arkansas,4,2007,1,1,1,31.82191008,24.09711516,8.368602284,2999.817414
Arkansas,4,2008,1,1,1,30.24350648,24.53334465,8.368602284,2997.353735
Arkansas,4,2009,1,1,1,29.56628989,26.27996512,8.368602284,3003.103597
Arkansas,4,2010,1,1,1,32.89644849,25.91663093,8.368602284,3011.522329
California,5,1961,1,0,0,-0.165071896,0.939524353,6.774229014,14.72378556
California,5,1962,1,0,0,-0.112993536,1.769822511,6.774229014,17.07624984
California,5,1963,1,0,0,-0.108460112,4.058708314,6.774229014,20.36917695
California,5,1964,1,0,0,-0.08089952,3.070508391,6.774229014,19.3800708
California,5,1965,1,0,0,0.180321303,3.629287735,6.774229014,23.92488962
California,5,1966,1,0,0,0.490555034,5.715064987,6.774229014,28.34683938
California,5,1967,1,0,0,-0.196779095,4.960916206,6.774229014,25.84480272
California,5,1968,1,0,0,0.58051738,3.734938765,6.774229014,26.81239437
California,5,1969,1,0,0,0.972881721,4.813147148,6.774229014,32.96767449
California,5,1970,1,0,0,1.293547021,5.55433803,6.774229014,36.92078576
California,5,1971,1,0,0,1.121697276,7.724081797,6.774229014,39.03266734
California,5,1972,1,0,0,1.011358943,7.359813827,6.774229014,40.20012619
California,5,1973,1,0,0,0.279775748,7.900771451,6.774229014,40.72567666
California,5,1974,1,0,0,0.704347323,8.110682716,6.774229014,43.56803139
California,5,1975,1,0,0,0.84834418,7.944158865,6.774229014,46.99941488
California,5,1976,1,0,0,1.250600409,10.78691314,6.774229014,48.65403925
California,5,1977,1,0,0,1.05542809,9.997850478,6.774229014,50.73248431
California,5,1978,1,0,0,0.750115807,8.033382843,6.774229014,48.38341316
California,5,1979,1,0,0,1.757088648,11.2013559,6.774229014,55.31586252
California,5,1980,1,0,0,1.573498231,10.52720859,6.774229014,58.18605484
California,5,1981,1,0,0,1.421651885,10.43217629,6.774229014,57.31536782
California,5,1982,1,0,0,1.799914411,11.78202509,6.774229014,61.96855516
California,5,1983,1,0,0,1.044822655,11.47399555,6.774229014,61.88021355
California,5,1984,1,0,0,1.749522807,12.27110877,6.774229014,65.85764638
California,5,1985,1,0,0,1.434357199,12.87496073,6.774229014,68.06251005
California,5,1986,1,0,0,1.885018444,12.31330669,6.774229014,69.67344912
California,5,1987,1,0,0,1.710551392,15.33778704,6.774229014,73.79128707
California,5,1988,1,0,0,1.996899061,15.15337312,6.774229014,74.57440444
California,5,1989,1,0,0,2.286057795,14.36186306,6.774229014,74.78600196
California,5,1990,1,0,0,1.924599318,17.25381492,6.774229014,82.45889342
California,5,1991,1,0,0,2.312341875,16.92646422,6.774229014,83.54540875
California,5,1992,1,0,0,1.66966738,16.70492852,6.774229014,80.72573425
California,5,1993,1,0,0,1.883304438,18.39512566,6.774229014,86.53540245
California,5,1994,1,0,0,2.665288424,18.87813349,6.774229014,90.17760338
California,5,1995,1,0,0,2.363547565,19.32158108,6.774229014,87.92101341
California,5,1996,1,0,0,1.649230901,19.68864025,6.774229014,90.24058495
California,5,1997,1,0,0,1.933785323,20.05391765,6.774229014,92.19420223
California,5,1998,1,0,0,2.370541725,19.93808829,6.774229014,98.34492846
California,5,1999,1,0,0,2.77631892,20.19403734,6.774229014,101.9840929
California,5,2000,1,1,1,2.530377237,20.619529,6.774229014,2898.689701
California,5,2001,1,1,1,2.827069267,20.80529302,6.774229014,2903.069968
California,5,2002,1,1,1,2.998412778,21.79208272,6.774229014,2906.212062
California,5,2003,1,1,1,3.29061271,21.23460365,6.774229014,2906.607522
California,5,2004,1,1,1,2.83726664,25.16895597,6.774229014,2911.211671
California,5,2005,1,1,1,2.866741786,24.707962,6.774229014,2911.226724
California,5,2006,1,1,1,2.385773633,22.87689142,6.774229014,2911.818531
California,5,2007,1,1,1,3.04336883,24.09711516,6.774229014,2913.850526
California,5,2008,1,1,1,2.892414211,24.53334465,6.774229014,2917.983831
California,5,2009,1,1,1,2.82764689,26.27996512,6.774229014,2923.5197
California,5,2010,1,1,1,3.146135028,25.91663093,6.774229014,2922.473848
Colorado,6,1961,0,0,0,-1.031364834,0.939524353,3.516470604,0.371803184
Colorado,6,1962,0,0,0,-0.705980621,1.769822511,3.516470604,6.691239362
Colorado,6,1963,0,0,0,-0.677655911,4.058708314,3.516470604,10.56311231
Colorado,6,1964,0,0,0,-0.50545806,3.070508391,3.516470604,9.431051897
Colorado,6,1965,0,0,0,1.126642731,3.629287735,3.516470604,17.71350756
Colorado,6,1966,0,0,0,3.064974867,5.715064987,3.516470604,26.71207219
Colorado,6,1967,0,0,0,-1.229470576,4.960916206,3.516470604,15.68313762
Colorado,6,1968,0,0,0,3.627057229,3.734938765,3.516470604,29.16193515
Colorado,6,1969,0,0,0,6.078539247,4.813147148,3.516470604,40.61287526
Colorado,6,1970,0,0,0,8.082047554,5.55433803,3.516470604,49.51548123
Colorado,6,1971,0,0,0,7.00833489,7.724081797,3.516470604,49.21267254
Colorado,6,1972,0,0,0,6.318943911,7.359813827,3.516470604,49.98040901
Colorado,6,1973,0,0,0,1.748031469,7.900771451,3.516470604,36.66851576
Colorado,6,1974,0,0,0,4.40074343,8.110682716,3.516470604,45.90424058
Colorado,6,1975,0,0,0,5.300431983,7.944158865,3.516470604,48.29109553
Colorado,6,1976,0,0,0,7.813718254,10.78691314,3.516470604,62.23603187
Colorado,6,1977,0,0,0,6.594286771,9.997850478,3.516470604,59.26723279
Colorado,6,1978,0,0,0,4.686703709,8.033382843,3.516470604,51.97272722
Colorado,6,1979,0,0,0,10.97824337,11.2013559,3.516470604,76.02995489
Colorado,6,1980,0,0,0,9.831175304,10.52720859,3.516470604,73.68256828
Colorado,6,1981,0,0,0,8.882443348,10.43217629,3.516470604,71.8544551
Colorado,6,1982,0,0,0,11.2458176,11.78202509,3.516470604,80.95319254
Colorado,6,1983,0,0,0,6.528024298,11.47399555,3.516470604,69.14063781
Colorado,6,1984,0,0,0,10.9309722,12.27110877,3.516470604,83.93299402
Colorado,6,1985,0,0,0,8.961825818,12.87496073,3.516470604,82.87085217
Colorado,6,1986,0,0,0,11.77754535,12.31330669,3.516470604,87.70756984
Colorado,6,1987,0,0,0,10.68747982,15.33778704,3.516470604,90.69099797
Colorado,6,1988,0,0,0,12.47657248,15.15337312,3.516470604,97.00858053
Colorado,6,1989,0,0,0,14.2832286,14.36186306,3.516470604,102.5713531
Colorado,6,1990,0,0,0,12.0248456,17.25381492,3.516470604,101.2390237
Colorado,6,1991,0,0,0,14.44745084,16.92646422,3.516470604,112.2709573
Colorado,6,1992,0,0,0,10.4320376,16.70492852,3.516470604,101.109943
Colorado,6,1993,0,0,0,11.76683628,18.39512566,3.516470604,106.1847685
Colorado,6,1994,0,0,0,16.65265153,18.87813349,3.516470604,122.0920369
Colorado,6,1995,0,0,0,14.76738263,19.32158108,3.516470604,116.7040775
Colorado,6,1996,0,0,0,10.30435102,19.68864025,3.516470604,108.9937264
Colorado,6,1997,0,0,0,12.08223951,20.05391765,3.516470604,113.7762517
Colorado,6,1998,0,0,0,14.81108196,19.93808829,3.516470604,126.2701838
Colorado,6,1999,0,0,0,17.34636713,20.19403734,3.516470604,135.9962021
Colorado,6,2000,0,1,0,15.80973001,20.619529,3.516470604,128.2016212
Colorado,6,2001,0,1,0,17.66345396,20.80529302,3.516470604,139.5812896
Colorado,6,2002,0,1,0,18.73400368,21.79208272,3.516470604,145.5943677
Colorado,6,2003,0,1,0,20.55966112,21.23460365,3.516470604,150.7083287
Colorado,6,2004,0,1,0,17.72716687,25.16895597,3.516470604,145.7221103
Colorado,6,2005,0,1,0,17.91132681,24.707962,3.516470604,146.4679143
Colorado,6,2006,0,1,0,14.90625051,22.87689142,3.516470604,142.1980815
Colorado,6,2007,0,1,0,19.0148879,24.09711516,3.516470604,153.6928859
Colorado,6,2008,0,1,0,18.07172744,24.53334465,3.516470604,155.0142771
Colorado,6,2009,0,1,0,17.66706293,26.27996512,3.516470604,158.9771216
Colorado,6,2010,0,1,0,19.65696838,25.91663093,3.516470604,160.6617508
Connecticut,7,1961,0,0,0,-1.151200344,0.939524353,0.451247196,0.687513443
Connecticut,7,1962,0,0,0,-0.788009351,1.769822511,0.451247196,4.262451557
Connecticut,7,1963,0,0,0,-0.756393559,4.058708314,0.451247196,8.489956939
Connecticut,7,1964,0,0,0,-0.564187835,3.070508391,0.451247196,10.28946752
Connecticut,7,1965,0,0,0,1.257548693,3.629287735,0.451247196,15.72582158
Connecticut,7,1966,0,0,0,3.42109795,5.715064987,0.451247196,28.66352959
Connecticut,7,1967,0,0,0,-1.372324227,4.960916206,0.451247196,13.98859888
Connecticut,7,1968,0,0,0,4.048489331,3.734938765,0.451247196,28.44846559
Connecticut,7,1969,0,0,0,6.784811966,4.813147148,0.451247196,41.65389726
Connecticut,7,1970,0,0,0,9.021110292,5.55433803,0.451247196,52.42496247
Connecticut,7,1971,0,0,0,7.822641674,7.724081797,0.451247196,51.3179709
Connecticut,7,1972,0,0,0,7.053149535,7.359813827,0.451247196,50.05459427
Connecticut,7,1973,0,0,0,1.951137329,7.900771451,0.451247196,34.68287973
Connecticut,7,1974,0,0,0,4.912071054,8.110682716,0.451247196,46.84483557
Connecticut,7,1975,0,0,0,5.916295492,7.944158865,0.451247196,53.2941301
Connecticut,7,1976,0,0,0,8.721603491,10.78691314,0.451247196,65.51816466
Connecticut,7,1977,0,0,0,7.360484811,9.997850478,0.451247196,61.65959847
Connecticut,7,1978,0,0,0,5.231257399,8.033382843,0.451247196,52.93932403
Connecticut,7,1979,0,0,0,12.25381855,11.2013559,0.451247196,79.12656444
Connecticut,7,1980,0,0,0,10.97347128,10.52720859,0.451247196,75.96699977
Connecticut,7,1981,0,0,0,9.914505027,10.43217629,0.451247196,73.89188047
Connecticut,7,1982,0,0,0,12.55248255,11.78202509,0.451247196,82.9039094
Connecticut,7,1983,0,0,0,7.286523221,11.47399555,0.451247196,71.12505359
Connecticut,7,1984,0,0,0,12.20105488,12.27110877,0.451247196,86.22908649
Connecticut,7,1985,0,0,0,10.00311104,12.87496073,0.451247196,85.37005534
Connecticut,7,1986,0,0,0,13.14599238,12.31330669,0.451247196,93.48979755
Connecticut,7,1987,0,0,0,11.92927084,15.33778704,0.451247196,95.56506933
Connecticut,7,1988,0,0,0,13.92624031,15.15337312,0.451247196,102.3396969
Connecticut,7,1989,0,0,0,15.94281395,14.36186306,0.451247196,107.1358103
Connecticut,7,1990,0,0,0,13.42202675,17.25381492,0.451247196,106.5751687
Connecticut,7,1991,0,0,0,16.12611737,16.92646422,0.451247196,118.1282167
Connecticut,7,1992,0,0,0,11.64414848,16.70492852,0.451247196,104.1102726
Connecticut,7,1993,0,0,0,13.13403901,18.39512566,0.451247196,108.5350405
Connecticut,7,1994,0,0,0,18.58754296,18.87813349,0.451247196,129.7580575
Connecticut,7,1995,0,0,0,16.48322242,19.32158108,0.451247196,122.302161
Connecticut,7,1996,0,0,0,11.50162585,19.68864025,0.451247196,112.9899851
Connecticut,7,1997,0,0,0,13.48608932,20.05391765,0.451247196,118.3137946
Connecticut,7,1998,0,0,0,16.53199922,19.93808829,0.451247196,130.3175632
Connecticut,7,1999,0,0,0,19.3618622,20.19403734,0.451247196,141.7536801
Connecticut,7,2000,0,1,0,17.64668138,20.619529,0.451247196,136.2750528
Connecticut,7,2001,0,1,0,19.71579173,20.80529302,0.451247196,146.0062703
Connecticut,7,2002,0,1,0,20.9107299,21.79208272,0.451247196,151.392553
Connecticut,7,2003,0,1,0,22.94851265,21.23460365,0.451247196,158.5311399
Connecticut,7,2004,0,1,0,19.78690752,25.16895597,0.451247196,152.8196425
Connecticut,7,2005,0,1,0,19.99246522,24.707962,0.451247196,153.9314184
Connecticut,7,2006,0,1,0,16.63822553,22.87689142,0.451247196,142.1902442
Connecticut,7,2007,0,1,0,21.22425039,24.09711516,0.451247196,162.6400405
Connecticut,7,2008,0,1,0,20.17150298,24.53334465,0.451247196,160.3933093
