state,state_num,year,treated,post,treatedpost,y,xit,xt,xi
Arizona,3,1988,1,0,0,154.718386213135,23.175158533226696,15.153373117836516,6.9571295427086834
Arizona,3,1989,1,0,0,165.428749156041,26.53101143408389,14.361863062988052,6.9571295427086834
Arizona,3,1990,1,0,0,158.786770132986,22.336078568103975,17.253814921069928,6.9571295427086834
Arizona,3,1991,1,0,0,176.550812110544,26.836053255479634,16.926464221476813,6.9571295427086834
Arizona,3,1992,1,0,0,155.560219450874,19.377447252201975,16.70492851700773,6.9571295427086834
Arizona,3,1993,1,0,0,164.56879058765,21.856827804013758,18.39512566104502,6.9571295427086834
Arizona,3,1994,1,0,0,193.544730740838,30.932200315454736,18.87813348753304,6.9571295427086834
Arizona,3,1995,1,0,0,183.806951047161,27.430324641464946,19.321581081637486,6.9571295427086834
Arizona,3,1996,1,0,0,165.115531480506,19.140270205899007,19.68864025410009,6.9571295427086834
Arizona,3,1997,1,0,0,174.971642879227,22.44268741436941,20.05391765353759,6.9571295427086834
Arizona,3,1998,1,0,0,194.985473100137,27.511495881446525,19.938088289423277,6.9571295427086834
Arizona,3,1999,1,0,0,211.733466827314,32.220772880781865,20.194037336260084,6.9571295427086834
Arizona,3,2000,1,1,1,250.485914620217,29.366478643134105,20.61952899898762,6.9571295427086834
Arizona,3,2001,1,1,1,267.134254483964,32.809759760467095,20.805293021079486,6.9571295427086834
Arizona,3,2002,1,1,1,276.401302510749,34.798299448620256,21.7920827219804,6.9571295427086834
Arizona,3,2003,1,1,1,286.71173443728,38.1894471859414,21.234603648431737,6.9571295427086834
Arizona,3,2004,1,1,1,274.938975558771,32.92810611455559,25.16895596533851,6.9571295427086834
Arizona,3,2005,1,1,1,276.658527672783,33.27018209001059,24.70796199830499,6.9571295427086834
Arizona,3,2006,1,1,1,265.158190222453,27.68827090476753,22.87689141679665,6.9571295427086834
Arizona,3,2007,1,1,1,287.722390360207,35.320040200441014,24.097115164700924,6.9571295427086834
Arizona,3,2008,1,1,1,287.117518174057,33.56812529438384,24.533344646376783,6.9571295427086834
Arizona,3,2009,1,1,1,290.539370578085,32.81646340295531,26.279965118336317,6.9571295427086834
Arizona,3,2010,1,1,1,297.842995663823,36.51270084709686,25.91663093352817,6.9571295427086834
Arkansas,4,1961,1,0,0,8.59162350400879,-2.7565002834286196,0.9395243534477874,8.368602284014457
Arkansas,4,1962,1,0,0,14.185924818032,-1.8868548906962248,1.76982251051672,8.368602284014457
Arkansas,4,1963,1,0,0,19.0456908303233,-1.811152222363426,4.058708314149124,8.368602284014457
Arkansas,4,1964,1,0,0,22.1492695439521,-1.3509237856055771,3.070508391424576,8.368602284014457
Arkansas,4,1965,1,0,0,35.7066260362028,3.0111468835187885,3.629287735160946,8.368602284014457
Arkansas,4,1966,1,0,0,58.195266426275,8.191673603031964,5.715064986883281,8.368602284014457
Arkansas,4,1967,1,0,0,23.967665376047,-3.285972021679963,4.960916205989203,8.368602284014457
Arkansas,4,1968,1,0,0,61.6048142603886,9.693935593822138,3.734938765393466,8.368602284014457
Arkansas,4,1969,1,0,0,86.7573026990225,16.245943817695107,4.813147148106474,8.368602284014457
Arkansas,4,1970,1,0,0,107.383636742564,21.60066508845721,5.554338029900042,8.368602284014457
Arkansas,4,1971,1,0,0,101.763004560516,18.730982932228727,7.724081797439462,8.368602284014457
Arkansas,4,1972,1,0,0,97.7805557032972,16.888466718974612,7.359813827057364,8.368602284014457
Arkansas,4,1973,1,0,0,61.5652237841603,4.671915386676328,7.9007714505940525,8.368602284014457
Arkansas,4,1974,1,0,0,86.6138682410504,11.761745316624763,8.110682715945119,8.368602284014457
Arkansas,4,1975,1,0,0,97.7642076274593,14.166318042159135,7.944158865245925,8.368602284014457
Arkansas,4,1976,1,0,0,122.223890428098,20.883508787037663,10.786913136803078,8.368602284014457
Arkansas,4,1977,1,0,0,113.17125782729,17.624367970472452,9.997850478229239,8.368602284014457
Arkansas,4,1978,1,0,0,96.0436320654805,12.526023451506255,8.033382843370362,8.368602284014457
Arkansas,4,1979,1,0,0,152.108861433631,29.34124758939886,11.201355901563685,8.368602284014457
Arkansas,4,1980,1,0,0,144.093127235546,26.275510475640335,10.527208592272066,8.368602284014457
Arkansas,4,1981,1,0,0,138.087957677566,23.739860801668197,10.432176294013155,8.368602284014457
Arkansas,4,1982,1,0,0,158.63562913109,30.056385833172108,11.782025085341704,8.368602284014457
Arkansas,4,1983,1,0,0,125.327304077439,17.447270088686107,11.47399555169276,8.368602284014457
Arkansas,4,1984,1,0,0,161.490653400922,29.21490722595153,12.27110877070886,8.368602284014457
Arkansas,4,1985,1,0,0,151.936804506,23.95202413479856,12.874960732150743,8.368602284014457
Arkansas,4,1986,1,0,0,173.704389967054,31.47751989413531,12.313306689257587,8.368602284014457
Arkansas,4,1987,1,0,0,171.189662376877,28.56413189801825,15.337787044494524,8.368602284014457
Arkansas,4,1988,1,0,0,186.818357032336,33.34579038389441,15.153373117836516,8.368602284014457
Arkansas,4,1989,1,0,0,200.550549048383,38.1743902500282,14.361863062988052,8.368602284014457
Arkansas,4,1990,1,0,0,189.944515705784,32.13847244506812,17.253814921069928,8.368602284014457
Arkansas,4,1991,1,0,0,213.309781978442,38.61330248529944,16.926464221476813,8.368602284014457
Arkansas,4,1992,1,0,0,181.042092603702,27.88141851631739,16.70492851700773,8.368602284014457
Arkansas,4,1993,1,0,0,192.199627559941,31.44889806749649,18.39512566104502,8.368602284014457
Arkansas,4,1994,1,0,0,236.736682785662,44.50708142310927,18.87813348753304,8.368602284014457
Arkansas,4,1995,1,0,0,220.97762962299,39.46837534444737,19.321581081637486,8.368602284014457
Arkansas,4,1996,1,0,0,191.325579836488,27.540154137972323,19.68864025410009,8.368602284014457
Arkansas,4,1997,1,0,0,205.45113919155,32.29186756577632,20.05391765353759,8.368602284014457
Arkansas,4,1998,1,0,0,230.697083395772,39.58516933098023,19.938088289423277,8.368602284014457
Arkansas,4,1999,1,0,0,254.47157117722,46.36115593121806,20.194037336260084,8.368602284014457
Arkansas,4,2000,1,1,1,292.317703689608,42.25422836884129,20.61952899898762,8.368602284014457
Arkansas,4,2001,1,1,1,311.204780344037,47.208625129786384,20.805293021079486,8.368602284014457
Arkansas,4,2002,1,1,1,322.089934499887,50.06985378184247,21.7920827219804,8.368602284014457
Arkansas,4,2003,1,1,1,338.253325706107,54.94923794861754,21.234603648431737,8.368602284014457
Arkansas,4,2004,1,1,1,319.815656466302,47.37890887177137,25.16895596533851,8.368602284014457
Arkansas,4,2005,1,1,1,322.287356780347,47.87110804083141,24.70796199830499,8.368602284014457
Arkansas,4,2006,1,1,1,297.014148565888,39.83952370203314,22.87689141679665,8.368602284014457
Arkansas,4,2007,1,1,1,337.148995067936,50.82056526974909,24.097115164700924,8.368602284014457
Arkansas,4,2008,1,1,1,330.99822937008,48.29980636559548,24.533344646376783,8.368602284014457
Arkansas,4,2009,1,1,1,335.769846632332,47.218270727545736,26.279965118336317,8.368602284014457
Arkansas,4,2010,1,1,1,347.974377791165,52.53663602997653,25.91663093352817,8.368602284014457
California,5,1961,1,0,0,14.8356555863651,-1.1955562699967626,0.9395243534477874,6.774229014340732
California,5,1962,1,0,0,18.1166578895236,-0.8183714722278362,1.76982251051672,6.774229014340732
California,5,1963,1,0,0,22.621651039356,-0.7855375195796662,4.058708314149124,6.774229014340732
California,5,1964,1,0,0,23.833921943101,-0.5859260787594015,3.070508391424576,6.774229014340732
California,5,1965,1,0,0,31.0643315872577,1.306002237008412,3.629287735160946,6.774229014340732
California,5,1966,1,0,0,42.8631599839697,3.5529133796025754,5.715064986883281,6.774229014340732
California,5,1967,1,0,0,29.5680222084257,-1.4252000905535724,4.960916205989203,6.774229014340732
California,5,1968,1,0,0,45.133749831212,4.204478247222703,3.734938765393466,6.774229014340732
California,5,1969,1,0,0,56.1887099840302,7.0462318143140825,4.813147148106474,6.774229014340732
California,5,1970,1,0,0,69.0383069717016,9.36869505795352,5.554338029900042,6.774229014340732
California,5,1971,1,0,0,68.7154496281322,8.124049260018259,7.724081797439462,6.774229014340732
California,5,1972,1,0,0,69.2137356864544,7.324908471036841,7.359813827057364,6.774229014340732
California,5,1973,1,0,0,53.6331778168879,2.0263149497985067,7.9007714505940525,6.774229014340732
California,5,1974,1,0,0,64.3217973570494,5.10133390659596,8.110682715945119,6.774229014340732
California,5,1975,1,0,0,71.9198383349632,6.144251266684186,7.944158865245925,6.774229014340732
California,5,1976,1,0,0,85.8836467594841,9.057648214285736,10.786913136803078,6.774229014340732
California,5,1977,1,0,0,82.9671380270475,7.644085421830538,9.997850478229239,6.774229014340732
California,5,1978,1,0,0,74.1209476246515,5.432818550973527,8.033382843370362,6.774229014340732
California,5,1979,1,0,0,100.862415570925,12.725960064622495,11.201355901563685,6.774229014340732
California,5,1980,1,0,0,99.8345364861875,11.396280814977427,10.527208592272066,6.774229014340732
California,5,1981,1,0,0,96.4262085415894,10.296512429515138,10.432176294013155,6.774229014340732
California,5,1982,1,0,0,108.160891795636,13.036131631227276,11.782025085341704,6.774229014340732
California,5,1983,1,0,0,94.7974988378388,7.567274080926391,11.47399555169276,6.774229014340732
California,5,1984,1,0,0,111.065509429426,12.671163402862225,12.27110877070886,6.774229014340732
California,5,1985,1,0,0,110.818824347338,10.388532446604312,12.874960732150743,6.774229014340732
California,5,1986,1,0,0,121.151525680539,13.652509488071605,12.313306689257587,6.774229014340732
California,5,1987,1,0,0,121.390611819433,12.388907482793142,15.337787044494524,6.774229014340732
California,5,1988,1,0,0,128.996117811005,14.462820486952825,15.153373117836516,6.774229014340732
California,5,1989,1,0,0,136.200973626209,16.557093025202423,14.361863062988052,6.774229014340732
California,5,1990,1,0,0,133.375749568938,13.939179499023025,17.253814921069928,6.774229014340732
California,5,1991,1,0,0,146.081569309401,16.74745914923711,16.926464221476813,6.774229014340732
California,5,1992,1,0,0,132.994042370208,12.092799309320394,16.70492851700773,6.774229014340732
California,5,1993,1,0,0,140.014113323218,13.640095557080008,18.39512566104502,6.774229014340732
California,5,1994,1,0,0,157.844892445252,19.303723846699405,18.87813348753304,6.774229014340732
California,5,1995,1,0,0,151.959860073071,17.11832351090763,19.321581081637486,6.774229014340732
California,5,1996,1,0,0,142.716112291361,11.944785260597168,19.68864025410009,6.774229014340732
California,5,1997,1,0,0,150.062565746323,14.005710418483512,20.05391765353759,6.774229014340732
California,5,1998,1,0,0,160.881546115186,17.16897969394404,19.938088289423277,6.774229014340732
California,5,1999,1,0,0,173.195225340072,20.107877728538842,20.194037336260084,6.774229014340732
California,5,2000,1,1,1,218.156464598681,18.32661072590506,20.61952899898762,6.774229014340732
California,5,2001,1,1,1,229.982581246118,20.47544421132449,20.805293021079486,6.774229014340732
California,5,2002,1,1,1,234.420366194314,21.716423534063825,21.7920827219804,6.774229014340732
California,5,2003,1,1,1,242.702152036728,23.832722367545124,21.234603648431737,6.774229014340732
California,5,2004,1,1,1,238.290335008296,20.549300106291216,25.16895596533851,6.774229014340732
California,5,2005,1,1,1,239.878896535997,20.76277797393177,24.70796199830499,6.774229014340732
California,5,2006,1,1,1,231.657486182785,17.27929891463904,22.87689141679665,6.774229014340732
California,5,2007,1,1,1,247.804573204312,22.042024018025682,24.097115164700924,6.774229014340732
California,5,2008,1,1,1,248.276245084507,20.94871409488558,24.533344646376783,6.774229014340732
California,5,2009,1,1,1,252.704848574082,20.47962772436397,26.279965118336317,6.774229014340732
California,5,2010,1,1,1,258.290857919767,22.78632256552886,25.91663093352817,6.774229014340732
Colorado,6,1961,1,0,0,9.54447565380703,-3.092333583354267,0.9395243534477874,8.51647060442954
Colorado,6,1962,1,0,0,15.2545617992427,-2.116736493913469,1.76982251051672,8.51647060442954
Colorado,6,1963,1,0,0,20.8078617323489,-2.031810725887113,4.058708314149124,8.51647060442954
Colorado,6,1964,1,0,0,23.5654437538417,-1.5155111776676817,3.070508391424576,8.51647060442954
Colorado,6,1965,1,0,0,39.3240327882509,3.378004598184113,3.629287735160946,8.51647060442954
Colorado,6,1966,1,0,0,61.6192918702814,9.189691558828512,5.715064986883281,8.51647060442954
Colorado,6,1967,1,0,0,23.277524223074,-3.686312567312527,4.960916205989203,8.51647060442954
Colorado,6,1968,1,0,0,69.0894248310381,10.87497896222355,3.734938765393466,8.51647060442954
Colorado,6,1969,1,0,0,93.6210297261745,18.225239432320244,4.813147148106474,8.51647060442954
Colorado,6,1970,1,0,0,115.248146760367,24.23234362694888,5.554338029900042,8.51647060442954
Colorado,6,1971,1,0,0,105.916008878933,21.013038859013196,7.724081797439462,8.51647060442954
Colorado,6,1972,1,0,0,103.4767005524,18.946042966296115,7.359813827057364,8.51647060442954
Colorado,6,1973,1,0,0,64.1646204282163,5.241109872420899,7.9007714505940525,8.51647060442954
Colorado,6,1974,1,0,0,92.0816398577733,13.194716597750121,8.110682715945119,8.51647060442954
Colorado,6,1975,1,0,0,102.653252266306,15.89224615633186,7.944158865245925,8.51647060442954
Colorado,6,1976,1,0,0,130.42909014525,23.427813865524232,10.786913136803078,8.51647060442954
Colorado,6,1977,1,0,0,119.460253838482,19.77160143538819,9.997850478229239,8.51647060442954
Colorado,6,1978,1,0,0,102.999668490542,14.052109197245061,8.033382843370362,8.51647060442954
Colorado,6,1979,1,0,0,162.414169391256,32.91598620311191,11.201355901563685,8.51647060442954
Colorado,6,1980,1,0,0,152.960933764285,29.47674047126704,10.527208592272066,8.51647060442954
Colorado,6,1981,1,0,0,147.453405296263,26.632164437814808,10.432176294013155,8.51647060442954
Colorado,6,1982,1,0,0,172.967678885902,33.71825204043312,11.782025085341704,8.51647060442954
Colorado,6,1983,1,0,0,131.855374881205,19.57292714876427,11.47399555169276,8.51647060442954
Colorado,6,1984,1,0,0,175.363669929461,32.774253386623535,12.27110877070886,8.51647060442954
Colorado,6,1985,1,0,0,161.297720522766,26.870176312560325,12.874960732150743,8.51647060442954
Colorado,6,1986,1,0,0,185.243122266333,35.31252743724134,12.313306689257587,8.51647060442954
Colorado,6,1987,1,0,0,181.573472329807,32.04419200629842,15.337787044494524,8.51647060442954
Colorado,6,1988,1,0,0,197.840038410959,37.40841533284706,15.153373117836516,8.51647060442954
Colorado,6,1989,1,0,0,214.942363614904,42.82529905906712,14.361863062988052,8.51647060442954
Colorado,6,1990,1,0,0,200.13856535103,36.05400596439424,17.253814921069928,8.51647060442954
Colorado,6,1991,1,0,0,227.614468774267,43.31768538437746,16.926464221476813,8.51647060442954
Colorado,6,1992,1,0,0,190.630082117,31.27830145633882,16.70492851700773,8.51647060442954
Colorado,6,1993,1,0,0,207.303149269162,35.280418521358314,18.39512566104502,8.51647060442954
Colorado,6,1994,1,0,0,253.996769655085,49.92952237631344,18.87813348753304,8.51647060442954
Colorado,6,1995,1,0,0,236.143437884965,44.276934521572905,19.321581081637486,8.51647060442954
Colorado,6,1996,1,0,0,202.026310864908,30.895459740593974,19.68864025410009,8.51647060442954
Colorado,6,1997,1,0,0,215.756554451324,36.22608970628257,20.05391765353759,8.51647060442954
Colorado,6,1998,1,0,0,245.319314978022,44.40795789532716,19.938088289423277,8.51647060442954
Colorado,6,1999,1,0,0,272.423885268545,52.009484748141844,20.194037336260084,8.51647060442954
Colorado,6,2000,1,0,0,257.917388964955,47.40219698478115,20.61952899898762,8.51647060442954
Colorado,6,2001,1,0,0,277.864366047377,52.96020384632076,20.805293021079486,8.51647060442954
Colorado,6,2002,1,0,0,292.960895078466,56.17002519246741,21.7920827219804,8.51647060442954
